Id,SalePrice
1759,164079.23
1760,165749.97
1761,162688.33
1762,195297.7
1763,158667.55
1764,116954.67
1765,186694.44
1766,190262.73
1767,249999.14
1768,146440.06
1769,164930.14
1770,159964.58
1771,123196.53
1772,134474.7
1773,127769.46
1774,180438.25
1775,116624.81
1776,142428.92
1777,115358.695
1778,156594.73
1779,129384.98
1780,170149.72
1781,139115.17
1782,98973.71
1783,129918.266
1784,110006.39
1785,120637.266
1786,136741.03
1787,177997.95
1788,52922.95
1789,98909.31
1790,79628.63
1791,217578.64
1792,155584.61
1793,159218.45
1794,152138.83
1795,142671.83
1796,120376.26
1797,128636.92
1798,121303.62
1799,104646.58
1800,110447.27
1801,129377.83
1802,115628.24
1803,149704.33
1804,138563.61
1805,128002.1
1806,127620.57
1807,155273.34
1808,125494.06
1809,133581.8
1810,156429.12
1811,115491.03
1812,108664.04
1813,119947.05
1814,89282.55
1815,52004.79
1816,111481.836
1817,136703.53
1818,134820.33
1819,117810.68
1820,79152.09
1821,121730.09
1822,138346.9
1823,61917.867
1824,121043.13
1825,144492.8
1826,105330.88
1827,105708.68
1828,141197.69
1829,108411.93
1830,138229.83
1831,160068.34
1832,121096.43
1833,156713.75
1834,119174.09
1835,137283.58
1836,131519.27
1837,121533.91
1838,130429.35
1839,93403.42
1840,145934.44
1841,144163.06
1842,107206.516
1843,149064.6
1844,117513.18
1845,154474.28
1846,154575.03
1847,169045.1
1848,58213.676
1849,140560.1
1850,140336.22
1851,146837.14
1852,122317.42
1853,140762.6
1854,166142.25
1855,140388.08
1856,215554.7
1857,167862.27
1858,146425.94
1859,106233.62
1860,159534.62
1861,122909.39
1862,330274.16
1863,207181.2
1864,224457.27
1865,296489.3
1866,252531.2
1867,192946.08
1868,283602.22
1869,212086.86
1870,225113.19
1871,205031.22
1872,167988.28
1873,261664.69
1874,141502.25
1875,185980.27
1876,208962.33
1877,195411.7
1878,197084.45
1879,140243.27
1880,132724.8
1881,302560.25
1882,249780.2
1883,179431.67
1884,208878.5
1885,217327.73
1886,261314.58
1887,224051.8
1888,266113.78
1889,182044.73
1890,135088.86
1891,111308.27
1892,98801.02
1893,122123.69
1894,137068.3
1895,152049.42
1896,143980.52
1897,128517.67
1898,104302.03
1899,136849.44
1900,141427.69
1901,193992.84
1902,169393.88
1903,174790.97
1904,148687.44
1905,197467.84
1906,155711.7
1907,212375.23
1908,110981.28
1909,118857.72
1910,110798.055
1911,172167.05
1912,259480.86
1913,131265.98
1914,74818.78
1915,212277.69
1916,99958.79
1917,217483.5
1918,133583.64
1919,166855.27
1920,153544.58
1921,430677.16
1922,251081.75
1923,202592.7
1924,195170.25
1925,198811.45
1926,374532.38
1927,140027.45
1928,158894.67
1929,123256.04
1930,122108.18
1931,148785.84
1932,143301.39
1933,192446.61
1934,202338.14
1935,184512.31
1936,177126.5
1937,197714.84
1938,189533.22
1939,248824.36
1940,168172.52
1941,179768.83
1942,199066.8
1943,169962.47
1944,307519.16
1945,287697.62
1946,154311.62
1947,264329.9
1948,190065.92
1949,243247.47
1950,176484.11
1951,259647.25
1952,199702.39
1953,184412.44
1954,178057.39
1955,124416.31
1956,472102.12
1957,159256.19
1958,280838.9
1959,136161.36
1960,110696.14
1961,112221.94
1962,104751.57
1963,116169.445
1964,120215.83
1965,133559.81
1966,122908.875
1967,291917.03
1968,403263.1
1969,345507.28
1970,469812.3
1971,478457.88
1972,408693.97
1973,227777.27
1974,298399.1
1975,499236.34
1976,291630.94
1977,389223.25
1978,381627.7
1979,313807.25
1980,180695.45
1981,319797.8
1982,206714.9
1983,177598.89
1984,172794.83
1985,226272.14
1986,212475.52
1987,156845.69
1988,192646.16
1989,189647.45
1990,195784.38
1991,225040.27
1992,209151.14
1993,166172.0
1994,244349.02
1995,177861.0
1996,260220.62
1997,303685.16
1998,372842.75
1999,238529.16
2000,343755.1
2001,263075.78
2002,232512.47
2003,236001.16
2004,271899.94
2005,228171.89
2006,193574.02
2007,225863.92
2008,194804.23
2009,181115.84
2010,198671.44
2011,144024.33
2012,150368.33
2013,189419.27
2014,189675.6
2015,183724.86
2016,172575.05
2017,185127.95
2018,129077.28
2019,133203.92
2020,116467.93
2021,101371.664
2022,192340.05
2023,160799.19
2024,235727.44
2025,343484.34
2026,159899.86
2027,153625.44
2028,159245.47
2029,150511.77
2030,253667.28
2031,199249.47
2032,206904.11
2033,249339.55
2034,162951.69
2035,211069.58
2036,167862.45
2037,168252.56
2038,234018.02
2039,208599.94
2040,342204.06
2041,209128.53
2042,216938.06
2043,170438.45
2044,179194.22
2045,166828.4
2046,152207.16
2047,136844.97
2048,144032.2
2049,138297.12
2050,159116.69
2051,114083.44
2052,146856.8
2053,134421.19
2054,90231.25
2055,147839.36
2056,148623.73
2057,108802.11
2058,243285.66
2059,144672.4
2060,134443.19
2061,186026.27
2062,116495.75
2063,109225.195
2064,137982.22
2065,147574.75
2066,145860.81
2067,140439.95
2068,146631.23
2069,88524.43
2070,113685.55
2071,110000.73
2072,123383.21
2073,145966.92
2074,153271.1
2075,144539.39
2076,123789.125
2077,152781.11
2078,117698.11
2079,145940.8
2080,114333.13
2081,117144.3
2082,127458.87
2083,131879.45
2084,100674.45
2085,104197.59
2086,110338.83
2087,112461.586
2088,115887.055
2089,78193.81
2090,138470.66
2091,108177.24
2092,146433.14
2093,140729.34
2094,112182.76
2095,131269.06
2096,81192.88
2097,87311.7
2098,123749.08
2099,60934.004
2100,120896.08
2101,135977.14
2102,132496.55
2103,100495.875
2104,154708.36
2105,157553.33
2106,91982.086
2107,227057.66
2108,116489.734
2109,112820.31
2110,146218.56
2111,152182.72
2112,141944.27
2113,113252.695
2114,109820.01
2115,158741.83
2116,106551.13
2117,141846.3
2118,121102.43
2119,111834.1
2120,104724.266
2121,112867.43
2122,120437.22
2123,73107.04
2124,157935.1
2125,159315.78
2126,145101.47
2127,150921.64
2128,136199.66
2129,101407.52
2130,144004.14
2131,154655.55
2132,112397.17
2133,115437.164
2134,127996.164
2135,95046.76
2136,84774.24
2137,107999.914
2138,128626.57
2139,149466.53
2140,123641.05
2141,133459.22
2142,118249.49
2143,163225.72
2144,145758.58
2145,127644.2
2146,170899.83
2147,177391.97
2148,140497.72
2149,149339.42
2150,199808.86
2151,107219.984
2152,193592.14
2153,190748.94
2154,102513.836
2155,141750.45
2156,285661.44
2157,204442.27
2158,227409.16
2159,202691.48
2160,184628.66
2161,235704.44
2162,503125.38
2163,323742.47
2164,192072.55
2165,198046.86
2166,141405.22
2167,196329.61
2168,197090.86
2169,210312.48
2170,164355.05
2171,157351.98
2172,133486.75
2173,192539.83
2174,243858.75
2175,276737.56
2176,275740.8
2177,243872.14
2178,200432.7
2179,146594.7
2180,237461.33
2181,180772.64
2182,212219.33
2183,163431.53
2184,138119.56
2185,125761.5
2186,140185.88
2187,146152.69
2188,158584.61
2189,292081.72
2190,71556.14
2191,81760.32
2192,94918.92
2193,110462.69
2194,87567.4
2195,111915.19
2196,91423.35
2197,119928.695
2198,149537.78
2199,189635.27
2200,159706.72
2201,128299.66
2202,184568.75
2203,152934.75
2204,177107.98
2205,130426.65
2206,144406.14
2207,202371.53
2208,205567.03
2209,239284.67
2210,109214.89
2211,99290.99
2212,108799.56
2213,103606.34
2214,153352.16
2215,98734.484
2216,156514.12
2217,102296.82
2218,99299.61
2219,83410.84
2220,87313.41
2221,208707.98
2222,207185.92
2223,291695.44
2224,198993.94
2225,147157.19
2226,200423.23
2227,187977.75
2228,248711.77
2229,248386.77
2230,154016.14
2231,200161.61
2232,168534.25
2233,185995.33
2234,205733.89
2235,256201.19
2236,299020.62
2237,404387.9
2238,173107.97
2239,106950.53
2240,151176.95
2241,145787.83
2242,125728.06
2243,140707.02
2244,99590.51
2245,86526.67
2246,140590.86
2247,90563.086
2248,119459.16
2249,102141.17
2250,130199.07
2251,162708.44
2252,169561.64
2253,161432.17
2254,191814.7
2255,191589.9
2256,178363.92
2257,182967.34
2258,149279.23
2259,185648.34
2260,165790.67
2261,177790.62
2262,171240.58
2263,354333.2
2264,511861.03
2265,151761.08
2266,273957.44
2267,433766.62
2268,375977.78
2269,158526.17
2270,173708.17
2271,186235.48
2272,198329.92
2273,147164.69
2274,169288.53
2275,156617.14
2276,180626.92
2277,171418.4
2278,155076.6
2279,123834.17
2280,147435.52
2281,168745.84
2282,161483.48
2283,121130.58
2284,106340.11
2285,143418.97
2286,139508.0
2287,295174.8
2288,277453.56
2289,424339.9
2290,491909.25
2291,309331.44
2292,454461.5
2293,532752.75
2294,381875.56
2295,535680.1
2296,301038.38
2297,247406.3
2298,268748.12
2299,413036.16
2300,357480.0
2301,231595.31
2302,242573.55
2303,233741.02
2304,244636.31
2305,173107.75
2306,176924.48
2307,193561.25
2308,196978.64
2309,242604.39
2310,188941.3
2311,196501.02
2312,182799.98
2313,163435.58
2314,169475.95
2315,180206.67
2316,187629.16
2317,166289.67
2318,172962.6
2319,171825.78
2320,165642.3
2321,199430.0
2322,162026.33
2323,179605.86
2324,171894.33
2325,209366.61
2326,165347.16
2327,211667.19
2328,220228.58
2329,179806.64
2330,184434.95
2331,426314.62
2332,378071.4
2333,319970.0
2334,256354.08
2335,257294.61
2336,341461.66
2337,179288.14
2338,278006.72
2339,190653.58
2340,432684.3
2341,213512.53
2342,224770.72
2343,241946.12
2344,200742.58
2345,220481.8
2346,205516.95
2347,176801.8
2348,221508.58
2349,167564.66
2350,263265.62
2351,228790.03
2352,237511.3
2353,303669.44
2354,124314.8
2355,134948.44
2356,152722.33
2357,168195.61
2358,195674.45
2359,161465.73
2360,107679.81
2361,132575.62
2362,295671.9
2363,137567.62
2364,165584.92
2365,198863.67
2366,163844.2
2367,214760.8
2368,184775.38
2369,213887.05
2370,154063.36
2371,151460.27
2372,183750.55
2373,228022.83
2374,293326.75
2375,258491.7
2376,326339.47
2377,264682.5
2378,135964.45
2379,177239.98
2380,143057.64
2381,169499.77
2382,182925.28
2383,204633.08
2384,216310.45
2385,145433.9
2386,146813.55
2387,128875.48
2388,104250.75
2389,135828.61
2390,146594.64
2391,145827.89
2392,106347.11
2393,150542.5
2394,140500.64
2395,189076.39
2396,150054.55
2397,227143.17
2398,156037.62
2399,89565.52
2400,48734.375
2401,111460.53
2402,148695.03
2403,138073.9
2404,143779.86
2405,163855.17
2406,122894.445
2407,128139.516
2408,142973.84
2409,125510.305
2410,167016.64
2411,113949.664
2412,150389.83
2413,133343.61
2414,130122.4
2415,141182.48
2416,118378.1
2417,124659.1
2418,116966.11
2419,141135.8
2420,126476.414
2421,149208.34
2422,115591.02
2423,145422.84
2424,145732.22
2425,295547.6
2426,150099.38
2427,123011.25
2428,192401.52
2429,105558.72
2430,137261.23
2431,119641.91
2432,135550.0
2433,131587.19
2434,141579.84
2435,154663.44
2436,87906.8
2437,101798.555
2438,127265.18
2439,111396.17
2440,114410.41
2441,121470.35
2442,114305.65
2443,125947.2
2444,136570.84
2445,104879.39
2446,146528.7
2447,173536.64
2448,164166.53
2449,112622.99
2450,165186.6
2451,133738.86
2452,197746.84
2453,91370.33
2454,136772.27
2455,148205.33
2456,143072.98
2457,110644.336
2458,122079.39
2459,98034.64
2460,148057.4
2461,104972.125
2462,123751.875
2463,125190.78
2464,170486.77
2465,144883.62
2466,121997.414
2467,124447.055
2468,87977.09
2469,104277.83
2470,193612.19
2471,201644.16
2472,197458.58
2473,107954.484
2474,108238.164
2475,201775.78
2476,120131.39
2477,134846.0
2478,161220.38
2479,123649.98
2480,167313.03
2481,154262.27
2482,136016.38
2483,97146.97
2484,143442.02
2485,118893.91
2486,145706.23
2487,228375.94
2488,166492.4
2489,151541.55
2490,148669.67
2491,100185.07
2492,201930.5
2493,152241.81
2494,172003.58
2495,113682.0
2496,254256.72
2497,167350.38
2498,109804.08
2499,87716.875
2500,151415.98
2501,126166.29
2502,161427.05
2503,114548.27
2504,211161.55
2505,213036.11
2506,233546.22
2507,328736.75
2508,239752.45
2509,186762.17
2510,190471.72
2511,181983.12
2512,207644.69
2513,223918.31
2514,206747.73
2515,158250.36
2516,161517.92
2517,148191.02
2518,170356.61
2519,234831.58
2520,215693.36
2521,193395.1
2522,201539.12
2523,113674.086
2524,119255.0
2525,137566.83
2526,136263.92
2527,123032.24
2528,134931.4
2529,117826.34
2530,118480.484
2531,235886.39
2532,219229.08
2533,193846.84
2534,204991.95
2535,331499.94
2536,241662.67
2537,223187.78
2538,177673.9
2539,177545.12
2540,176750.81
2541,179222.33
2542,162914.94
2543,140417.62
2544,137076.95
2545,138786.02
2546,134698.52
2547,121017.74
2548,171728.28
2549,144093.19
2550,598390.56
2551,122463.05
2552,126815.95
2553,77809.055
2554,104121.67
2555,108376.07
2556,105733.5
2557,107266.86
2558,148762.28
2559,129196.61
2560,131978.55
2561,108466.74
2562,125123.02
2563,132469.9
2564,178553.0
2565,144126.67
2566,159689.9
2567,143141.12
2568,248019.08
2569,204368.44
2570,115182.77
2571,192309.84
2572,136013.58
2573,229146.94
2574,240274.53
2575,116254.06
2576,149539.05
2577,174903.17
2578,88652.56
2579,70684.945
2580,136061.9
2581,73771.24
2582,148613.62
2583,265031.66
2584,169322.98
2585,174357.97
2586,221558.89
2587,196242.89
2588,141859.03
2589,155930.83
2590,197128.98
2591,238015.06
2592,218208.05
2593,229133.0
2594,158722.64
2595,187112.52
2596,292689.03
2597,187256.2
2598,278039.94
2599,302653.75
2600,154675.86
2601,153200.61
2602,83657.36
2603,105623.555
2604,89073.4
2605,75367.43
2606,138199.69
2607,198496.86
2608,224508.16
2609,132979.95
2610,92730.96
2611,169847.17
2612,155998.62
2613,127605.8
2614,108012.21
2615,168511.44
2616,153470.98
2617,233061.34
2618,248356.0
2619,219256.8
2620,185580.1
2621,177076.58
2622,173842.33
2623,239661.52
2624,340419.38
2625,317171.5
2626,174896.2
2627,153680.17
2628,417293.75
2629,434985.16
2630,332254.22
2631,431189.16
2632,375463.44
2633,277046.56
2634,364046.3
2635,139892.89
2636,174150.89
2637,173092.12
2638,236154.75
2639,164809.25
2640,140747.86
2641,112994.16
2642,211532.94
2643,119267.97
2644,127740.96
2645,96814.484
2646,92192.625
2647,116433.95
2648,143711.92
2649,137744.42
2650,141136.77
2651,133966.23
2652,393755.06
2653,228152.14
2654,255146.62
2655,438014.06
2656,288866.3
2657,321258.28
2658,279121.56
2659,297951.44
2660,347725.25
2661,343580.9
2662,335982.2
2663,257506.0
2664,234006.55
2665,283252.1
2666,263522.8
2667,156899.61
2668,182101.12
2669,169354.53
2670,324175.22
2671,176413.1
2672,180890.4
2673,184443.4
2674,206124.16
2675,155400.44
2676,179736.2
2677,188673.94
2678,293366.25
2679,246599.8
2680,275602.8
2681,330032.44
2682,293647.56
2683,380888.78
2684,273471.53
2685,299585.6
2686,269486.75
2687,324767.7
2688,186623.19
2689,192848.39
2690,469374.0
2691,188340.23
2692,128441.914
2693,178348.62
2694,137739.73
2695,185801.77
2696,175575.8
2697,193028.22
2698,243506.12
2699,185110.77
2700,167607.03
2701,153748.22
2702,123837.34
2703,135740.11
2704,166231.8
2705,117556.93
2706,111637.516
2707,136277.48
2708,150841.69
2709,90088.586
2710,123880.7
2711,245077.92
2712,389902.44
2713,160534.11
2714,142872.62
2715,169611.27
2716,129102.98
2717,188286.2
2718,218701.78
2719,146615.48
2720,151384.94
2721,129242.87
2722,167974.92
2723,137806.5
2724,108205.4
2725,134980.4
2726,154643.94
2727,157614.44
2728,180313.14
2729,148973.16
2730,137623.1
2731,122203.49
2732,123602.06
2733,158164.16
2734,161336.48
2735,131788.94
2736,143799.31
2737,107246.86
2738,134702.23
2739,160050.67
2740,128795.95
2741,142875.86
2742,143498.45
2743,163584.81
2744,142195.25
2745,130669.82
2746,130483.92
2747,149904.12
2748,111545.03
2749,148260.69
2750,138384.67
2751,156624.38
2752,199932.9
2753,135222.3
2754,283579.44
2755,111658.375
2756,97174.18
2757,95506.29
2758,91120.266
2759,168228.55
2760,140202.14
2761,151949.5
2762,140125.44
2763,178321.78
2764,159567.48
2765,240119.67
2766,155956.72
2767,91490.38
2768,122020.54
2769,122732.984
2770,135389.25
2771,114295.29
2772,120655.66
2773,183762.4
2774,152498.08
2775,120970.84
2776,138454.1
2777,143545.5
2778,104672.27
2779,152785.28
2780,104567.2
2781,95762.734
2782,98836.305
2783,124415.266
2784,109063.19
2785,150249.45
2786,65385.594
2787,113294.49
2788,93058.67
2789,117124.4
2790,94345.164
2791,103098.92
2792,93576.625
2793,164710.8
2794,96772.84
2795,98878.47
2796,98962.55
2797,201803.06
2798,123213.91
2799,140125.38
2800,76829.77
2801,102876.31
2802,136105.61
2803,177830.27
2804,136448.67
2805,101024.91
2806,87447.99
2807,143751.36
2808,163301.69
2809,134135.69
2810,120053.56
2811,176737.77
2812,143450.69
2813,148492.27
2814,201869.52
2815,133770.36
2816,208798.1
2817,159792.2
2818,138631.62
2819,159735.34
2820,156593.75
2821,110284.12
2822,205207.95
2823,417990.38
2824,211638.3
2825,129436.58
2826,133255.1
2827,149701.52
2828,252885.81
2829,212188.36
2830,248460.61
2831,163456.86
2832,280812.7
2833,279177.2
2834,216619.78
2835,211755.39
2836,210430.97
2837,151491.55
2838,134191.77
2839,165598.58
2840,198427.69
2841,191185.22
2842,230951.56
2843,144611.97
2844,162580.33
2845,112339.34
2846,194885.83
2847,190016.64
2848,191470.73
2849,205950.56
2850,237118.84
2851,227947.33
2852,202804.98
2853,230907.95
2854,129778.914
2855,228321.72
2856,203035.86
2857,168868.94
2858,183138.44
2859,125821.32
2860,121325.56
2861,149116.52
2862,192677.64
2863,133182.7
2864,301245.9
2865,122719.89
2866,156443.83
2867,94010.73
2868,109908.74
2869,110824.2
2870,147102.0
2871,96840.2
2872,54286.832
2873,111059.1
2874,159271.4
2875,116398.516
2876,165969.84
2877,131550.42
2878,165092.73
2879,144245.8
2880,103397.55
2881,177478.22
2882,173854.6
2883,188874.44
2884,178167.92
2885,164229.89
2886,235688.81
2887,113181.35
2888,134240.81
2889,57631.8
2890,82466.45
2891,150704.73
2892,59704.562
2893,93346.86
2894,74573.23
2895,273630.66
2896,239109.08
2897,183758.66
2898,167849.9
2899,183833.45
2900,146372.97
2901,213953.4
2902,189481.08
2903,330582.12
2904,301922.3
2905,144658.0
2906,181676.8
2907,108422.35
2908,127519.77
2909,127120.6
2910,78040.64
2911,88428.734
2912,163818.42
2913,93378.195
2914,76677.484
2915,80326.96
2916,90606.28
2917,168203.62
2918,116225.39
2919,218676.55
